,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
1310,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1311,Hepatitis B,1,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1312,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1313,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
1314,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1315,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1317,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1318,Malaria,3,5,7,3,3,6,2,0,0,0,0,0,0,0,0,0,0
1319,Hepatitis E,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
1320,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1321,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1322,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1324,Dimorphic hemmorhoids(piles),4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1326,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Dengue,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1329,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1330,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Dengue,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1332,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1333,Hepatitis C,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1334,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1335,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1336,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1337,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Cervical spondylosis,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1340,Dimorphic hemmorhoids(piles),4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,Hepatitis D,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1344,(vertigo) Paroymsal  Positional Vertigo,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1345,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1347,Chicken pox,1,3,4,2,7,4,5,6,6,3,0,0,0,0,0,0,0
1348,Hyperthyroidism,4,3,3,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1349,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
1350,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1351,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1353,Dengue,3,3,3,5,4,7,3,5,4,4,3,2,3,0,0,0,0
1354,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1355,Impetigo,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1357,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1358,Heart attack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Heart attack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1361,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,Chronic cholestasis,1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1363,Dengue,3,3,3,5,4,7,3,5,4,4,3,2,3,0,0,0,0
1364,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1365,Hepatitis B,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1366,Arthritis,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1368,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1369,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1370,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1371,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1373,Tuberculosis,3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0
1374,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1375,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1377,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1378,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1379,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1380,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1381,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1383,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1386,Hepatitis C,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1387,Pneumonia,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0
1388,Paralysis (brain hemorrhage),5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,Hepatitis D,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0
1390,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1391,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1392,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1393,Hypothyroidism,4,3,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1394,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1395,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1396,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1397,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1398,GERD,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1399,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
1400,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1401,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1402,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
1404,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
1406,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1407,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1410,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1411,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1412,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1413,Typhoid,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
1414,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1415,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1416,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1417,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1418,Hepatitis B,1,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1419,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
1420,Common Cold,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1421,Paralysis (brain hemorrhage),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1424,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1425,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
1426,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1427,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,GERD,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1429,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1430,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,Jaundice,1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0
1432,Chronic cholestasis,1,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1433,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1434,Fungal infection,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1436,Dengue,3,3,3,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1437,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1439,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1440,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1441,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
1442,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1444,Tuberculosis,3,5,4,3,7,4,3,4,5,4,6,6,5,7,5,0,0
1445,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
1446,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1447,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1448,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1449,Hepatitis E,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
1450,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Urinary tract infection,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1453,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
1454,Gastroenteritis,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1456,Hepatitis D,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1457,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1460,Migraine,3,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1461,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,Common Cold,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1463,Chicken pox,1,3,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1464,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,0,0,0,0
1465,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1466,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1467,Peptic ulcer diseae,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1468,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1469,Dimorphic hemmorhoids(piles),4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1471,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1473,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1474,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1475,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,0,0,0,0
1476,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1477,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1478,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1479,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1480,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1482,Dimorphic hemmorhoids(piles),4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,Hyperthyroidism,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1484,Heart attack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1486,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1487,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1489,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
1490,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
1491,Peptic ulcer diseae,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1492,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1493,Common Cold,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
1494,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1496,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1497,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1498,Dengue,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1499,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1500,Dengue,3,3,3,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1501,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1502,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1503,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1505,Tuberculosis,3,5,4,3,4,7,3,4,5,4,6,6,5,7,5,0,0
1506,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
1508,Hepatitis E,3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1509,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1510,Hepatitis D,3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1511,Malaria,3,5,7,3,3,6,2,0,0,0,0,0,0,0,0,0,0
1512,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
1513,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1514,Drug Reaction,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1517,Hepatitis B,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1518,Chicken pox,1,3,4,2,7,3,4,6,6,3,0,0,0,0,0,0,0
1519,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1521,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1522,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1523,Tuberculosis,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1524,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1526,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
1527,(vertigo) Paroymsal  Positional Vertigo,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1528,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
1529,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1532,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1533,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1534,Alcoholic hepatitis,5,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1535,Osteoarthristis,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1536,Common Cold,4,3,4,4,3,6,6,5,4,5,4,5,5,7,3,2,0
1537,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1538,Heart attack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,AIDS,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1541,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1542,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1543,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1545,Cervical spondylosis,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1547,Jaundice,1,5,4,3,7,4,4,0,0,0,0,0,0,0,0,0,0
1548,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1549,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
1550,Fungal infection,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1554,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1555,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1557,Arthritis,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,Drug Reaction,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,Hypothyroidism,4,3,5,3,4,5,6,5,5,3,2,6,0,0,0,0,0
1560,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,Fungal infection,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1563,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,Allergy,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1567,Paralysis (brain hemorrhage),5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,Heart attack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
1570,Typhoid,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
1571,Urinary tract infection,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1573,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
1574,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1575,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1576,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1577,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1578,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1579,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
1580,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
1581,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1582,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1583,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,0,0,0,0
1584,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1585,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1586,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1587,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1588,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1589,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1590,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1591,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1593,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1594,Hypertension,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1596,hepatitis A,3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1597,Drug Reaction,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1599,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1600,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1602,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1603,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1605,Pneumonia,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1606,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1607,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1608,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1609,Chicken pox,1,3,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1610,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1612,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1613,Tuberculosis,3,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1614,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
